Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU13,16.16039332,5,249,5084.161318,Male,80,8,48,9,Carrier A,9.537283061,Supplier 5,Bangalore,23,173,10,97.82905011,Pending,1.63107423,Road,Route B,547.2410052
haircare,SKU81,72.81920693,9,774,5141.191776,Unknown,48,6,8,5,Carrier B,4.066277502,Supplier 3,Delhi,28,698,1,19.78959294,Pending,2.547547122,Rail,Route B,276.7783359
haircare,SKU5,1.699976014,87,147,3430.486274,Non-binary,90,27,66,3,Carrier B,4.444098864,Supplier 4,Bangalore,10,104,17,56.76647556,Fail,2.779193512,Road,Route A,235.4612367
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,23,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282
skincare,SKU69,54.86552852,62,511,3106.09414,Non-binary,95,1,27,3,Carrier B,9.70528679,Supplier 4,Kolkata,9,862,7,77.62776581,Pending,1.362387989,Air,Route A,207.6632062
haircare,SKU87,80.41403665,24,79,5137.411828,Male,5,7,55,10,Carrier A,6.575803798,Supplier 3,Chennai,27,523,17,28.69699682,Fail,3.693737788,Sea,Route B,879.3592177
skincare,SKU11,90.63545998,95,960,6362.357509,Female,46,23,60,1,Carrier A,4.523943124,Supplier 2,Kolkata,28,362,11,27.59236309,Pending,0.021169821,Air,Route A,126.7230334
skincare,SKU65,33.69771721,72,457,7344.170065,Male,57,24,54,8,Carrier C,6.580541348,Supplier 5,Kolkata,16,358,21,1.597222743,Fail,4.911095955,Rail,Route C,555.8591037
haircare,SKU87,80.41403665,24,79,5137.411828,Male,5,7,55,10,Carrier A,6.575803798,Supplier 3,Chennai,27,523,17,28.69699682,Fail,3.693737788,Sea,Route B,879.3592177
haircare,SKU25,39.62934399,73,142,3548.412719,Male,82,11,52,3,Carrier C,2.231073681,Supplier 4,Kolkata,19,934,23,78.28038312,Pending,3.797231217,Road,Route B,458.5359457
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,2,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679
skincare,SKU47,95.71213588,93,910,6830.977021,Male,4,15,51,9,Carrier B,8.978750756,Supplier 1,Kolkata,10,964,20,19.71299291,Pending,0.380573587,Rail,Route A,581.6023551
skincare,SKU37,23.39984475,5,963,3594.377891,Female,25,8,21,9,Carrier A,1.532655274,Supplier 3,Kolkata,24,867,15,34.34327747,Pending,2.610288085,Sea,Route A,183.932968
haircare,SKU24,4.156308359,32,209,7379.670863,Male,4,26,2,8,Carrier C,9.741291689,Supplier 2,Bangalore,28,447,3,40.3823597,Pending,3.691310293,Air,Route A,758.7247726
cosmetics,SKU21,84.89386898,60,601,6767.691762,Unknown,69,25,7,6,Carrier B,6.037883769,Supplier 5,Chennai,19,791,4,61.73572895,Pending,0.018607568,Air,Route C,523.3609147
skincare,SKU19,51.12387009,100,187,3290.617253,Unknown,48,11,94,3,Carrier A,4.742635883,Supplier 4,Chennai,20,694,16,82.37332059,Fail,3.646450865,Road,Route C,477.3076311
haircare,SKU68,37.93181238,29,163,3941.427841,Non-binary,0,8,58,8,Carrier B,1.194251865,Supplier 2,Bangalore,2,375,18,97.11358156,Fail,1.983467872,Rail,Route A,299.7063031
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,5,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461
cosmetics,SKU91,62.11196546,90,916,3618.787407,Male,98,22,85,7,Carrier B,7.471514084,Supplier 4,Delhi,5,207,28,39.7728825,Pending,0.626001858,Rail,Route B,996.778315
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,2,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679
cosmetics,SKU38,52.07593068,75,705,8367.645709,Non-binary,69,1,88,5,Carrier B,9.235931437,Supplier 5,Mumbai,10,841,12,5.930693646,Pending,0.613326899,Air,Route B,339.6728699
cosmetics,SKU27,92.55736081,42,352,3832.783457,Unknown,47,9,62,8,Carrier C,7.406750953,Supplier 5,Mumbai,25,291,4,10.52824507,Fail,2.864667838,Sea,Route B,762.4591822
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,5,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461
skincare,SKU67,87.75543235,16,513,8012.834996,Unknown,12,9,71,9,Carrier C,9.147811545,Supplier 1,Mumbai,10,198,11,7.057876147,Pass,0.131955444,Sea,Route C,169.2718014
cosmetics,SKU29,63.44755919,3,253,7314.748648,Female,45,5,67,7,Carrier B,8.100973145,Supplier 1,Kolkata,16,329,7,39.29287559,Pass,3.878098937,Road,Route B,764.9353759
cosmetics,SKU91,62.11196546,90,916,3618.787407,Male,98,22,85,7,Carrier B,7.471514084,Supplier 4,Delhi,5,207,28,39.7728825,Pending,0.626001858,Rail,Route B,996.778315
skincare,SKU60,17.02802792,16,380,7430.406408,Female,41,27,72,8,Carrier C,4.381368158,Supplier 4,Mumbai,29,929,24,87.21305782,Fail,2.853090617,Rail,Route A,430.169097
skincare,SKU13,16.16039332,5,249,5084.161318,Male,80,8,48,9,Carrier A,9.537283061,Supplier 5,Bangalore,23,173,10,97.82905011,Pending,1.63107423,Road,Route B,547.2410052
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,23,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282
haircare,SKU79,57.05703122,56,198,6701.193914,Non-binary,31,25,20,1,Carrier B,6.496325364,Supplier 3,Bangalore,5,228,12,57.87090292,Pending,0.165871627,Air,Route C,351.5042193
haircare,SKU97,3.526111259,56,62,4545.381096,Male,46,19,4,9,Carrier A,7.904845611,Supplier 4,Mumbai,10,535,13,65.76515593,Fail,3.376237835,Road,Route A,540.1324229
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,5,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461
skincare,SKU34,37.46759233,96,602,7429.748353,Unknown,1,26,21,7,Carrier A,1.019487571,Supplier 1,Chennai,4,452,10,10.75427282,Pass,0.646604559,Road,Route B,510.3580004
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,2,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679
skincare,SKU14,99.17132864,26,562,7700.041963,Non-binary,54,29,78,5,Carrier B,2.039770189,Supplier 1,Kolkata,25,558,14,5.79143663,Pending,0.100682852,Air,Route B,929.23529
skincare,SKU15,36.98924493,94,469,4855.168465,Non-binary,9,8,69,7,Carrier B,2.422039723,Supplier 1,Bangalore,14,580,7,97.12128175,Pass,2.264405761,Sea,Route B,127.8618
cosmetics,SKU88,75.27040698,58,737,8153.513209,Male,60,18,85,7,Carrier A,3.801253133,Supplier 2,Mumbai,21,953,11,68.18491906,Pending,0.722204402,Sea,Route A,103.916248
cosmetics,SKU89,97.76008558,10,134,5688.310198,Unknown,90,1,27,8,Carrier B,9.929816245,Supplier 1,Kolkata,23,370,11,46.60387338,Pending,1.907665734,Rail,Route B,517.4999739
cosmetics,SKU8,68.71759675,78,150,6886.01173,Female,5,10,15,7,Carrier C,3.404733857,Supplier 4,Mumbai,13,769,8,11.42302714,Pending,2.709862691,Sea,Route B,505.5571342
cosmetics,SKU62,72.79635396,89,270,4847.755397,Unknown,86,2,40,7,Carrier C,7.291701389,Supplier 2,Mumbai,13,751,14,21.04864273,Pass,1.874001404,Sea,Route C,320.8465158
cosmetics,SKU21,84.89386898,60,601,6767.691762,Unknown,69,25,7,6,Carrier B,6.037883769,Supplier 5,Chennai,19,791,4,61.73572895,Pending,0.018607568,Air,Route C,523.3609147
skincare,SKU1,14.84352328,95,736,6930.503675,Female,53,30,37,2,Carrier A,9.716574771,Supplier 3,Mumbai,23,517,30,33.61676895,Pending,4.854068026,Road,Route B,503.0655791
haircare,SKU25,39.62934399,73,142,3548.412719,Male,82,11,52,3,Carrier C,2.231073681,Supplier 4,Kolkata,19,934,23,78.28038312,Pending,3.797231217,Road,Route B,458.5359457
haircare,SKU25,39.62934399,73,142,3548.412719,Male,82,11,52,3,Carrier C,2.231073681,Supplier 4,Kolkata,19,934,23,78.28038312,Pending,3.797231217,Road,Route B,458.5359457
haircare,SKU2,11.31968329,34,8,7739.376939,Unknown,1,10,88,2,Carrier B,8.054479262,Supplier 1,Mumbai,12,971,27,30.68801935,Pending,4.580592619,Air,Route C,141.9202818
skincare,SKU69,54.86552852,62,511,3106.09414,Non-binary,95,1,27,3,Carrier B,9.70528679,Supplier 4,Kolkata,9,862,7,77.62776581,Pending,1.362387989,Air,Route A,207.6632062
cosmetics,SKU72,90.20442752,88,478,3386.319302,Non-binary,57,29,77,9,Carrier A,6.59961416,Supplier 1,Bangalore,21,152,11,55.7604929,Pending,3.213329607,Rail,Route B,677.9445698
skincare,SKU58,59.84156138,81,896,3532.826493,Non-binary,10,5,44,7,Carrier A,4.938438565,Supplier 3,Delhi,18,396,7,65.04741509,Fail,1.73037472,Road,Route B,110.3643352
haircare,SKU74,3.170011414,64,904,5820.469247,Female,41,6,1,5,Carrier A,5.23765465,Supplier 4,Delhi,1,919,9,80.58085216,Fail,0.396612724,Rail,Route A,341.5526568
haircare,SKU55,79.85505834,16,701,3834.395474,Male,97,11,11,5,Carrier A,5.014364955,Supplier 2,Delhi,27,918,5,30.32354526,Fail,4.548919659,Sea,Route B,323.012928
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,23,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282
skincare,SKU20,96.34107244,22,320,7133.930652,Unknown,27,12,68,6,Carrier A,8.878334651,Supplier 1,Chennai,29,309,6,65.68625961,Pass,4.231416574,Air,Route B,493.8712153
skincare,SKU47,95.71213588,93,910,6830.977021,Male,4,15,51,9,Carrier B,8.978750756,Supplier 1,Kolkata,10,964,20,19.71299291,Pending,0.380573587,Rail,Route A,581.6023551
skincare,SKU6,4.078332863,48,65,7173.068095,Male,11,15,58,8,Carrier C,3.880763303,Supplier 3,Kolkata,14,314,24,1.08506857,Pending,1.000910619,Sea,Route A,134.3690969
haircare,SKU2,11.31968329,34,8,7739.376939,Unknown,1,10,88,2,Carrier B,8.054479262,Supplier 1,Mumbai,12,971,27,30.68801935,Pending,4.580592619,Air,Route C,141.9202818
cosmetics,SKU7,42.95838438,59,426,7253.472648,Female,93,17,11,1,Carrier B,2.348338784,Supplier 4,Bangalore,22,564,1,99.4661086,Fail,0.398177187,Road,Route C,802.0563118
cosmetics,SKU35,84.95778682,11,449,6213.500476,Female,42,27,85,8,Carrier C,5.28818999,Supplier 1,Delhi,3,367,2,58.00478704,Pass,0.541154098,Sea,Route C,553.4204712
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,2,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679
haircare,SKU25,39.62934399,73,142,3548.412719,Male,82,11,52,3,Carrier C,2.231073681,Supplier 4,Kolkata,19,934,23,78.28038312,Pending,3.797231217,Road,Route B,458.5359457
skincare,SKU14,99.17132864,26,562,7700.041963,Non-binary,54,29,78,5,Carrier B,2.039770189,Supplier 1,Kolkata,25,558,14,5.79143663,Pending,0.100682852,Air,Route B,929.23529
haircare,SKU95,77.90392722,65,672,6894.096497,Unknown,15,14,26,9,Carrier B,8.63033887,Supplier 4,Mumbai,18,450,26,58.89068577,Pending,1.21088213,Air,Route A,778.8642414
cosmetics,SKU8,68.71759675,78,150,6886.01173,Female,5,10,15,7,Carrier C,3.404733857,Supplier 4,Mumbai,13,769,8,11.42302714,Pending,2.709862691,Sea,Route B,505.5571342
haircare,SKU25,39.62934399,73,142,3548.412719,Male,82,11,52,3,Carrier C,2.231073681,Supplier 4,Kolkata,19,934,23,78.28038312,Pending,3.797231217,Road,Route B,458.5359457
cosmetics,SKU91,62.11196546,90,916,3618.787407,Male,98,22,85,7,Carrier B,7.471514084,Supplier 4,Delhi,5,207,28,39.7728825,Pending,0.626001858,Rail,Route B,996.778315
skincare,SKU66,26.03486977,52,704,6814.761419,Female,13,17,19,8,Carrier A,2.216142729,Supplier 5,Kolkata,24,867,28,42.08443674,Fail,3.448063288,Road,Route A,393.8433486
skincare,SKU37,23.39984475,5,963,3594.377891,Female,25,8,21,9,Carrier A,1.532655274,Supplier 3,Kolkata,24,867,15,34.34327747,Pending,2.610288085,Sea,Route A,183.932968
skincare,SKU40,80.54142417,97,933,5272.187727,Female,90,20,39,8,Carrier C,7.22959514,Supplier 1,Kolkata,18,793,1,88.1794071,Pending,4.213269431,Road,Route A,529.808724
skincare,SKU34,37.46759233,96,602,7429.748353,Unknown,1,26,21,7,Carrier A,1.019487571,Supplier 1,Chennai,4,452,10,10.75427282,Pass,0.646604559,Road,Route B,510.3580004
skincare,SKU98,19.75460487,43,913,7810.046685,Female,53,1,27,7,Carrier B,1.409801095,Supplier 5,Chennai,28,581,9,5.604690864,Pending,2.908122169,Rail,Route A,882.1988635
cosmetics,SKU85,76.96299442,83,25,7244.128523,Female,15,18,66,2,Carrier C,8.249168705,Supplier 5,Chennai,4,211,2,69.92934552,Fail,1.374429,Road,Route B,842.68683
skincare,SKU3,61.16334302,68,83,6830.941184,Non-binary,23,13,59,6,Carrier C,1.729568564,Supplier 5,Kolkata,24,937,18,35.6247414,Fail,4.746648621,Rail,Route A,254.7761592
haircare,SKU81,72.81920693,9,774,5141.191776,Unknown,48,6,8,5,Carrier B,4.066277502,Supplier 3,Delhi,28,698,1,19.78959294,Pending,2.547547122,Rail,Route B,276.7783359
cosmetics,SKU62,72.79635396,89,270,4847.755397,Unknown,86,2,40,7,Carrier C,7.291701389,Supplier 2,Mumbai,13,751,14,21.04864273,Pass,1.874001404,Sea,Route C,320.8465158
haircare,SKU57,49.26320535,65,227,3752.20514,Unknown,5,18,51,1,Carrier B,9.160558535,Supplier 2,Delhi,21,588,25,67.77962299,Pending,2.51117483,Rail,Route A,482.1912386
skincare,SKU63,13.01737679,55,246,4955.009149,Non-binary,54,19,10,4,Carrier A,2.457933528,Supplier 3,Bangalore,18,736,10,20.07500398,Pending,3.63284329,Sea,Route A,687.2861779
cosmetics,SKU59,63.82839835,30,484,2849.261647,Non-binary,100,16,26,7,Carrier B,7.293722597,Supplier 1,Kolkata,11,176,4,1.900762244,Fail,0.447194015,Air,Route A,312.5742736
cosmetics,SKU89,97.76008558,10,134,5688.310198,Unknown,90,1,27,8,Carrier B,9.929816245,Supplier 1,Kolkata,23,370,11,46.60387338,Pending,1.907665734,Rail,Route B,517.4999739
skincare,SKU16,7.54717211,74,280,6342.539969,Female,2,5,78,1,Carrier B,4.191324586,Supplier 1,Bangalore,3,399,21,77.1063425,Pass,1.012563089,Air,Route A,865.5257798
cosmetics,SKU94,3.037688725,97,987,7008.619097,Unknown,77,26,72,9,Carrier B,6.942945942,Supplier 2,Delhi,12,908,14,60.38737861,Pass,1.463607498,Rail,Route B,846.665257
haircare,SKU54,31.14624316,11,622,6069.7252,Non-binary,33,22,61,3,Carrier B,4.305103471,Supplier 1,Kolkata,26,497,29,30.18602338,Pass,2.478771976,Road,Route B,814.0699966
haircare,SKU5,1.699976014,87,147,3430.486274,Non-binary,90,27,66,3,Carrier B,4.444098864,Supplier 4,Bangalore,10,104,17,56.76647556,Fail,2.779193512,Road,Route A,235.4612367
skincare,SKU16,7.54717211,74,280,6342.539969,Female,2,5,78,1,Carrier B,4.191324586,Supplier 1,Bangalore,3,399,21,77.1063425,Pass,1.012563089,Air,Route A,865.5257798
haircare,SKU95,77.90392722,65,672,6894.096497,Unknown,15,14,26,9,Carrier B,8.63033887,Supplier 4,Mumbai,18,450,26,58.89068577,Pending,1.21088213,Air,Route A,778.8642414
haircare,SKU43,11.74327178,6,598,6326.302698,Unknown,36,29,85,9,Carrier B,3.694021268,Supplier 5,Mumbai,1,206,23,26.27736596,Pending,0.372304768,Air,Route A,716.0441198
skincare,SKU37,23.39984475,5,963,3594.377891,Female,25,8,21,9,Carrier A,1.532655274,Supplier 3,Kolkata,24,867,15,34.34327747,Pending,2.610288085,Sea,Route A,183.932968
skincare,SKU41,99.11329162,35,556,5979.796964,Female,64,19,38,8,Carrier B,5.773263744,Supplier 4,Chennai,18,892,7,95.33206455,Fail,0.045302262,Sea,Route A,275.5243711
haircare,SKU24,4.156308359,32,209,7379.670863,Male,4,26,2,8,Carrier C,9.741291689,Supplier 2,Bangalore,28,447,3,40.3823597,Pending,3.691310293,Air,Route A,758.7247726
skincare,SKU11,90.63545998,95,960,6362.357509,Female,46,23,60,1,Carrier A,4.523943124,Supplier 2,Kolkata,28,362,11,27.59236309,Pending,0.021169821,Air,Route A,126.7230334
skincare,SKU20,96.34107244,22,320,7133.930652,Unknown,27,12,68,6,Carrier A,8.878334651,Supplier 1,Chennai,29,309,6,65.68625961,Pass,4.231416574,Air,Route B,493.8712153
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,2,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679
cosmetics,SKU72,90.20442752,88,478,3386.319302,Non-binary,57,29,77,9,Carrier A,6.59961416,Supplier 1,Bangalore,21,152,11,55.7604929,Pending,3.213329607,Rail,Route B,677.9445698
cosmetics,SKU21,84.89386898,60,601,6767.691762,Unknown,69,25,7,6,Carrier B,6.037883769,Supplier 5,Chennai,19,791,4,61.73572895,Pending,0.018607568,Air,Route C,523.3609147
skincare,SKU16,7.54717211,74,280,6342.539969,Female,2,5,78,1,Carrier B,4.191324586,Supplier 1,Bangalore,3,399,21,77.1063425,Pass,1.012563089,Air,Route A,865.5257798
cosmetics,SKU17,81.46253437,82,126,4254.638656,Female,45,17,85,9,Carrier C,3.585418958,Supplier 1,Chennai,7,453,16,47.67968037,Fail,0.102020755,Air,Route C,670.9343908
skincare,SKU65,33.69771721,72,457,7344.170065,Male,57,24,54,8,Carrier C,6.580541348,Supplier 5,Kolkata,16,358,21,1.597222743,Fail,4.911095955,Rail,Route C,555.8591037
skincare,SKU64,89.63409561,11,134,7736.568919,Female,73,27,75,6,Carrier C,4.585353468,Supplier 1,Delhi,17,328,6,8.693042426,Fail,0.159486315,Air,Route C,771.2250847
cosmetics,SKU59,63.82839835,30,484,2849.261647,Non-binary,100,16,26,7,Carrier B,7.293722597,Supplier 1,Kolkata,11,176,4,1.900762244,Fail,0.447194015,Air,Route A,312.5742736
haircare,SKU68,37.93181238,29,163,3941.427841,Non-binary,0,8,58,8,Carrier B,1.194251865,Supplier 2,Bangalore,2,375,18,97.11358156,Fail,1.983467872,Rail,Route A,299.7063031
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,2,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679
cosmetics,SKU38,52.07593068,75,705,8367.645709,Non-binary,69,1,88,5,Carrier B,9.235931437,Supplier 5,Mumbai,10,841,12,5.930693646,Pending,0.613326899,Air,Route B,339.6728699
haircare,SKU46,27.0822072,75,859,3265.242743,Non-binary,92,29,6,8,Carrier B,4.070955837,Supplier 3,Chennai,18,870,23,77.32235321,Pending,3.648610593,Road,Route B,380.4359371
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,2,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679
skincare,SKU41,99.11329162,35,556,5979.796964,Female,64,19,38,8,Carrier B,5.773263744,Supplier 4,Chennai,18,892,7,95.33206455,Fail,0.045302262,Sea,Route A,275.5243711
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,5,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,23,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282
cosmetics,SKU7,42.95838438,59,426,7253.472648,Female,93,17,11,1,Carrier B,2.348338784,Supplier 4,Bangalore,22,564,1,99.4661086,Fail,0.398177187,Road,Route C,802.0563118
cosmetics,SKU49,78.89791321,19,99,6744.442861,Unknown,97,24,9,6,Carrier C,2.505621033,Supplier 5,Delhi,28,177,28,14.14781544,Pass,2.825813985,Rail,Route A,336.8901685
cosmetics,SKU49,78.89791321,19,99,6744.442861,Unknown,97,24,9,6,Carrier C,2.505621033,Supplier 5,Delhi,28,177,28,14.14781544,Pass,2.825813985,Rail,Route A,336.8901685
skincare,SKU56,20.98638604,90,93,5454.147849,Non-binary,25,23,83,5,Carrier C,1.774429714,Supplier 1,Mumbai,24,826,28,12.83628457,Pass,1.173755495,Air,Route B,832.2108087
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,2,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679
skincare,SKU6,4.078332863,48,65,7173.068095,Male,11,15,58,8,Carrier C,3.880763303,Supplier 3,Kolkata,14,314,24,1.08506857,Pending,1.000910619,Sea,Route A,134.3690969
haircare,SKU84,89.10436729,99,618,3278.176155,Unknown,73,26,80,10,Carrier A,8.381615625,Supplier 5,Chennai,24,589,22,33.80863651,Pass,4.843456577,Air,Route B,465.457006
haircare,SKU55,79.85505834,16,701,3834.395474,Male,97,11,11,5,Carrier A,5.014364955,Supplier 2,Delhi,27,918,5,30.32354526,Fail,4.548919659,Sea,Route B,323.012928
haircare,SKU24,4.156308359,32,209,7379.670863,Male,4,26,2,8,Carrier C,9.741291689,Supplier 2,Bangalore,28,447,3,40.3823597,Pending,3.691310293,Air,Route A,758.7247726
haircare,SKU43,11.74327178,6,598,6326.302698,Unknown,36,29,85,9,Carrier B,3.694021268,Supplier 5,Mumbai,1,206,23,26.27736596,Pending,0.372304768,Air,Route A,716.0441198
haircare,SKU26,97.44694662,9,353,4274.515854,Male,59,16,48,4,Carrier B,6.507548621,Supplier 2,Bangalore,26,171,4,15.97222976,Pass,2.119319737,Rail,Route A,617.8669165
skincare,SKU6,4.078332863,48,65,7173.068095,Male,11,15,58,8,Carrier C,3.880763303,Supplier 3,Kolkata,14,314,24,1.08506857,Pending,1.000910619,Sea,Route A,134.3690969
cosmetics,SKU89,97.76008558,10,134,5688.310198,Unknown,90,1,27,8,Carrier B,9.929816245,Supplier 1,Kolkata,23,370,11,46.60387338,Pending,1.907665734,Rail,Route B,517.4999739
cosmetics,SKU8,68.71759675,78,150,6886.01173,Female,5,10,15,7,Carrier C,3.404733857,Supplier 4,Mumbai,13,769,8,11.42302714,Pending,2.709862691,Sea,Route B,505.5571342
skincare,SKU69,54.86552852,62,511,3106.09414,Non-binary,95,1,27,3,Carrier B,9.70528679,Supplier 4,Kolkata,9,862,7,77.62776581,Pending,1.362387989,Air,Route A,207.6632062
cosmetics,SKU21,84.89386898,60,601,6767.691762,Unknown,69,25,7,6,Carrier B,6.037883769,Supplier 5,Chennai,19,791,4,61.73572895,Pending,0.018607568,Air,Route C,523.3609147
skincare,SKU52,98.03182966,1,820,8279.092928,Male,64,11,11,1,Carrier B,8.63105218,Supplier 1,Mumbai,10,727,27,9.166849149,Pending,2.122471619,Air,Route C,602.8984988
haircare,SKU25,39.62934399,73,142,3548.412719,Male,82,11,52,3,Carrier C,2.231073681,Supplier 4,Kolkata,19,934,23,78.28038312,Pending,3.797231217,Road,Route B,458.5359457
