Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,EOQ,std_dev_demand,Lead times,Safety Stock,Total Order Quantity,Forecasted Demand
cosmetics,SKU85,76.96299442,83,25,8684.613059,Female,15,66,2,Carrier C,8.249168705,Supplier 5,Chennai,4,211,2,69.92934552,Fail,1.374429,Road,Route B,842.68683,35.35533905932738,0.0,18.0,0,35.35533905932738,"[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
skincare,SKU86,19.99817694,18,223,1229.591029,Unknown,32,22,6,Carrier B,1.45430531,Supplier 1,Mumbai,4,569,18,74.60897,Pass,2.051512931,Rail,Route A,264.2548898,105.59356040971439,0.0,14.0,0,105.59356040971439,"[223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223]"
haircare,SKU87,80.41403665,24,79,5133.846701,Male,5,55,10,Carrier A,6.575803798,Supplier 3,Chennai,27,523,17,28.69699682,Fail,3.693737788,Sea,Route B,879.3592177,62.849025449882674,0.0,7.0,0,62.849025449882674,"[79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
cosmetics,SKU88,75.27040698,58,737,9444.742033,Male,60,85,7,Carrier A,3.801253133,Supplier 2,Mumbai,21,953,11,68.18491906,Pending,0.722204402,Sea,Route A,103.916248,191.96353820452467,0.0,18.0,0,191.96353820452467,"[737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737]"
cosmetics,SKU89,97.76008558,10,134,5924.682567,Unknown,90,27,8,Carrier B,9.929816245,Supplier 1,Kolkata,23,370,11,46.60387338,Pending,1.907665734,Rail,Route B,517.4999739,81.8535277187245,0.0,1.0,0,81.8535277187245,"[134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134]"
skincare,SKU90,13.8819135,56,320,9592.63357,Non-binary,66,96,7,Carrier B,7.674430708,Supplier 3,Bangalore,8,585,8,85.67596334,Pass,1.219382224,Rail,Route B,990.0784725,126.49110640673517,,18.0,0,126.49110640673517,"[320, 320, 320, 320, 320, 320, 320, 320, 320, 320, 320, 320]"
cosmetics,SKU91,62.11196546,90,916,1935.206794,Male,98,85,7,Carrier B,7.471514084,Supplier 4,Delhi,5,207,28,39.7728825,Pending,0.626001858,Rail,Route B,996.778315,214.00934559032697,0.0,22.0,0,214.00934559032697,"[916, 916, 916, 916, 916, 916, 916, 916, 916, 916, 916, 916]"
cosmetics,SKU92,47.71423308,44,276,2100.129755,Male,90,10,8,Carrier B,4.469500026,Supplier 2,Mumbai,4,671,29,62.6126904,Pass,0.333431825,Rail,Route B,230.0927825,117.4734012447073,0.0,25.0,0,117.4734012447073,"[276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276]"
haircare,SKU93,69.290831,88,114,4531.402134,Unknown,63,66,1,Carrier C,7.006432059,Supplier 4,Chennai,21,824,20,35.63365234,Fail,4.165781795,Air,Route A,823.5238459,75.49834435270749,0.0,17.0,0,75.49834435270749,"[114, 114, 114, 114, 114, 114, 114, 114, 114, 114, 114, 114]"
cosmetics,SKU94,3.037688725,97,987,7888.356547,Unknown,77,72,9,Carrier B,6.942945942,Supplier 2,Delhi,12,908,14,60.38737861,Pass,1.463607498,Rail,Route B,846.665257,222.14859891523062,0.0,26.0,0,222.14859891523062,"[987, 987, 987, 987, 987, 987, 987, 987, 987, 987, 987, 987]"
haircare,SKU95,77.90392722,65,672,7386.363944,Unknown,15,26,9,Carrier B,8.63033887,Supplier 4,Mumbai,18,450,26,58.89068577,Pending,1.21088213,Air,Route A,778.8642414,183.3030277982336,0.0,14.0,0,183.3030277982336,"[672, 672, 672, 672, 672, 672, 672, 672, 672, 672, 672, 672]"
cosmetics,SKU96,24.42313142,29,324,7698.424766,Non-binary,67,32,3,Carrier C,5.352878044,Supplier 3,Mumbai,28,648,28,17.80375633,Pending,3.872047681,Road,Route A,188.7421411,127.27922061357856,0.0,2.0,0,127.27922061357856,"[324, 324, 324, 324, 324, 324, 324, 324, 324, 324, 324, 324]"
haircare,SKU97,3.526111259,56,62,4370.91658,Male,46,4,9,Carrier A,7.904845611,Supplier 4,Mumbai,10,535,13,65.76515593,Fail,3.376237835,Road,Route A,540.1324229,55.67764362830022,0.0,19.0,0,55.67764362830022,"[62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62]"
skincare,SKU98,19.75460487,43,913,8525.95256,Female,53,27,7,Carrier B,1.409801095,Supplier 5,Chennai,28,581,9,5.604690864,Pending,2.908122169,Rail,Route A,882.1988635,213.65860619221496,0.0,1.0,0,213.65860619221496,"[913, 913, 913, 913, 913, 913, 913, 913, 913, 913, 913, 913]"
haircare,SKU99,68.5178327,17,627,9185.185829,Unknown,55,59,6,Carrier B,1.311023756,Supplier 2,Chennai,29,921,2,38.07289852,Fail,0.346027291,Rail,Route B,210.743009,177.05931209625774,0.0,8.0,0,177.05931209625774,"[627, 627, 627, 627, 627, 627, 627, 627, 627, 627, 627, 627]"
skincare,SKU19,51.12387009,100,187,3290.617253,Unknown,48,94,3,Carrier A,4.742635883,Supplier 4,Chennai,20,694,16,82.37332059,Fail,3.646450865,Road,Route C,477.3076311,96.69539802906858,0.0,11.0,0,96.69539802906858,"[187, 187, 187, 187, 187, 187, 187, 187, 187, 187, 187, 187]"
cosmetics,SKU49,78.89791321,19,99,6744.442861,Unknown,97,9,6,Carrier C,2.505621033,Supplier 5,Delhi,28,177,28,14.14781544,Pass,2.825813985,Rail,Route A,336.8901685,70.35623639735144,0.0,24.0,0,70.35623639735144,"[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]"
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461,139.82131454109563,0.0,5.0,0,139.82131454109563,"[391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391]"
cosmetics,SKU27,92.55736081,42,352,3832.783457,Unknown,47,62,8,Carrier C,7.406750953,Supplier 5,Mumbai,25,291,4,10.52824507,Fail,2.864667838,Sea,Route B,762.4591822,132.664991614216,0.0,9.0,0,132.664991614216,"[352, 352, 352, 352, 352, 352, 352, 352, 352, 352, 352, 352]"
haircare,SKU5,1.699976014,87,147,3430.486274,Non-binary,90,66,3,Carrier B,4.444098864,Supplier 4,Bangalore,10,104,17,56.76647556,Fail,2.779193512,Road,Route A,235.4612367,85.73214099741124,0.0,27.0,0,85.73214099741124,"[147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147]"
skincare,SKU41,99.11329162,35,556,5979.796964,Female,64,38,8,Carrier B,5.773263744,Supplier 4,Chennai,18,892,7,95.33206455,Fail,0.045302262,Sea,Route A,275.5243711,166.73332000533065,0.0,19.0,0,166.73332000533065,"[556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556]"
skincare,SKU58,59.84156138,81,896,3532.826493,Non-binary,10,44,7,Carrier A,4.938438565,Supplier 3,Delhi,18,396,7,65.04741509,Fail,1.73037472,Road,Route B,110.3643352,211.66010488516724,0.0,5.0,0,211.66010488516724,"[896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896]"
haircare,SKU97,3.526111259,56,62,4545.381096,Male,46,4,9,Carrier A,7.904845611,Supplier 4,Mumbai,10,535,13,65.76515593,Fail,3.376237835,Road,Route A,540.1324229,55.67764362830022,0.0,19.0,0,55.67764362830022,"[62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62]"
skincare,SKU3,61.16334302,68,83,6830.941184,Non-binary,23,59,6,Carrier C,1.729568564,Supplier 5,Kolkata,24,937,18,35.6247414,Fail,4.746648621,Rail,Route A,254.7761592,64.42049363362563,0.0,13.0,0,64.42049363362563,"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]"
skincare,SKU75,92.99688423,29,106,3310.943422,Non-binary,16,56,10,Carrier C,2.473897761,Supplier 1,Chennai,25,759,11,48.06478264,Pass,2.030069089,Air,Route C,873.129648,72.80109889280519,0.0,20.0,0,72.80109889280519,"[106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106]"
cosmetics,SKU72,90.20442752,88,478,3386.319302,Non-binary,57,77,9,Carrier A,6.59961416,Supplier 1,Bangalore,21,152,11,55.7604929,Pending,3.213329607,Rail,Route B,677.9445698,154.59624833740307,0.0,29.0,0,154.59624833740307,"[478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478]"
skincare,SKU58,59.84156138,81,896,3532.826493,Non-binary,10,44,7,Carrier A,4.938438565,Supplier 3,Delhi,18,396,7,65.04741509,Fail,1.73037472,Road,Route B,110.3643352,211.66010488516724,0.0,5.0,0,211.66010488516724,"[896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896]"
haircare,SKU55,79.85505834,16,701,3834.395474,Male,97,11,5,Carrier A,5.014364955,Supplier 2,Delhi,27,918,5,30.32354526,Fail,4.548919659,Sea,Route B,323.012928,187.21645226849054,0.0,11.0,0,187.21645226849054,"[701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701]"
skincare,SKU19,51.12387009,100,187,3290.617253,Unknown,48,94,3,Carrier A,4.742635883,Supplier 4,Chennai,20,694,16,82.37332059,Fail,3.646450865,Road,Route C,477.3076311,96.69539802906858,0.0,11.0,0,96.69539802906858,"[187, 187, 187, 187, 187, 187, 187, 187, 187, 187, 187, 187]"
cosmetics,SKU21,84.89386898,60,601,6767.691762,Unknown,69,7,6,Carrier B,6.037883769,Supplier 5,Chennai,19,791,4,61.73572895,Pending,0.018607568,Air,Route C,523.3609147,173.34935823359717,0.0,25.0,0,173.34935823359717,"[601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601]"
cosmetics,SKU35,84.95778682,11,449,6213.500476,Female,42,85,8,Carrier C,5.28818999,Supplier 1,Delhi,3,367,2,58.00478704,Pass,0.541154098,Sea,Route C,553.4204712,149.83324063771698,0.0,27.0,0,149.83324063771698,"[449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449]"
haircare,SKU5,1.699976014,87,147,3430.486274,Non-binary,90,66,3,Carrier B,4.444098864,Supplier 4,Bangalore,10,104,17,56.76647556,Fail,2.779193512,Road,Route A,235.4612367,85.73214099741124,0.0,27.0,0,85.73214099741124,"[147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147]"
cosmetics,SKU8,68.71759675,78,150,6886.01173,Female,5,15,7,Carrier C,3.404733857,Supplier 4,Mumbai,13,769,8,11.42302714,Pending,2.709862691,Sea,Route B,505.5571342,86.60254037844386,0.0,10.0,0,86.60254037844386,"[150, 150, 150, 150, 150, 150, 150, 150, 150, 150, 150, 150]"
cosmetics,SKU27,92.55736081,42,352,3832.783457,Unknown,47,62,8,Carrier C,7.406750953,Supplier 5,Mumbai,25,291,4,10.52824507,Fail,2.864667838,Sea,Route B,762.4591822,132.664991614216,0.0,9.0,0,132.664991614216,"[352, 352, 352, 352, 352, 352, 352, 352, 352, 352, 352, 352]"
skincare,SKU98,19.75460487,43,913,7810.046685,Female,53,27,7,Carrier B,1.409801095,Supplier 5,Chennai,28,581,9,5.604690864,Pending,2.908122169,Rail,Route A,882.1988635,213.65860619221496,0.0,1.0,0,213.65860619221496,"[913, 913, 913, 913, 913, 913, 913, 913, 913, 913, 913, 913]"
skincare,SKU86,19.99817694,18,223,2844.17966,Unknown,32,22,6,Carrier B,1.45430531,Supplier 1,Mumbai,4,569,18,74.60897,Pass,2.051512931,Rail,Route A,264.2548898,105.59356040971439,0.0,14.0,0,105.59356040971439,"[223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223]"
haircare,SKU97,3.526111259,56,62,4545.381096,Male,46,4,9,Carrier A,7.904845611,Supplier 4,Mumbai,10,535,13,65.76515593,Fail,3.376237835,Road,Route A,540.1324229,55.67764362830022,0.0,19.0,0,55.67764362830022,"[62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62]"
skincare,SKU67,87.75543235,16,513,8012.834996,Unknown,12,71,9,Carrier C,9.147811545,Supplier 1,Mumbai,10,198,11,7.057876147,Pass,0.131955444,Sea,Route C,169.2718014,160.15617378046966,0.0,9.0,0,160.15617378046966,"[513, 513, 513, 513, 513, 513, 513, 513, 513, 513, 513, 513]"
haircare,SKU55,79.85505834,16,701,3834.395474,Male,97,11,5,Carrier A,5.014364955,Supplier 2,Delhi,27,918,5,30.32354526,Fail,4.548919659,Sea,Route B,323.012928,187.21645226849054,0.0,11.0,0,187.21645226849054,"[701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701]"
skincare,SKU75,92.99688423,29,106,3310.943422,Non-binary,16,56,10,Carrier C,2.473897761,Supplier 1,Chennai,25,759,11,48.06478264,Pass,2.030069089,Air,Route C,873.129648,72.80109889280519,0.0,20.0,0,72.80109889280519,"[106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106]"
skincare,SKU14,99.17132864,26,562,7700.041963,Non-binary,54,78,5,Carrier B,2.039770189,Supplier 1,Kolkata,25,558,14,5.79143663,Pending,0.100682852,Air,Route B,929.23529,167.6305461424021,0.0,29.0,0,167.6305461424021,"[562, 562, 562, 562, 562, 562, 562, 562, 562, 562, 562, 562]"
cosmetics,SKU94,3.037688725,97,987,7008.619097,Unknown,77,72,9,Carrier B,6.942945942,Supplier 2,Delhi,12,908,14,60.38737861,Pass,1.463607498,Rail,Route B,846.665257,222.14859891523062,0.0,26.0,0,222.14859891523062,"[987, 987, 987, 987, 987, 987, 987, 987, 987, 987, 987, 987]"
skincare,SKU37,23.39984475,5,963,3594.377891,Female,25,21,9,Carrier A,1.532655274,Supplier 3,Kolkata,24,867,15,34.34327747,Pending,2.610288085,Sea,Route A,183.932968,219.4310825749169,0.0,8.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
haircare,SKU46,27.0822072,75,859,3265.242743,Non-binary,92,6,8,Carrier B,4.070955837,Supplier 3,Chennai,18,870,23,77.32235321,Pending,3.648610593,Road,Route B,380.4359371,207.24381776062705,0.0,29.0,0,207.24381776062705,"[859, 859, 859, 859, 859, 859, 859, 859, 859, 859, 859, 859]"
skincare,SKU40,80.54142417,97,933,5272.187727,Female,90,39,8,Carrier C,7.22959514,Supplier 1,Kolkata,18,793,1,88.1794071,Pending,4.213269431,Road,Route A,529.808724,215.98611066455177,0.0,20.0,0,215.98611066455177,"[933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933]"
cosmetics,SKU28,2.397274706,12,394,5879.552976,Female,48,24,4,Carrier B,9.898140508,Supplier 1,Mumbai,13,171,7,59.42938181,Fail,0.815757079,Air,Route A,123.4370275,140.356688476182,0.0,15.0,0,140.356688476182,"[394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394]"
skincare,SKU36,9.813002579,34,963,6577.221953,Female,18,28,3,Carrier B,2.107951267,Supplier 2,Delhi,26,671,19,45.53136424,Fail,3.805533379,Air,Route C,403.8089742,219.4310825749169,0.0,23.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
skincare,SKU36,9.813002579,34,963,6577.221953,Female,18,28,3,Carrier B,2.107951267,Supplier 2,Delhi,26,671,19,45.53136424,Fail,3.805533379,Air,Route C,403.8089742,219.4310825749169,0.0,23.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
haircare,SKU79,57.05703122,56,198,6701.193914,Non-binary,31,20,1,Carrier B,6.496325364,Supplier 3,Bangalore,5,228,12,57.87090292,Pending,0.165871627,Air,Route C,351.5042193,99.498743710662,0.0,25.0,0,99.498743710662,"[198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198]"
skincare,SKU60,17.02802792,16,380,7430.406408,Female,41,72,8,Carrier C,4.381368158,Supplier 4,Mumbai,29,929,24,87.21305782,Fail,2.853090617,Rail,Route A,430.169097,137.84048752090223,0.0,27.0,0,137.84048752090223,"[380, 380, 380, 380, 380, 380, 380, 380, 380, 380, 380, 380]"
haircare,SKU79,57.05703122,56,198,6701.193914,Non-binary,31,20,1,Carrier B,6.496325364,Supplier 3,Bangalore,5,228,12,57.87090292,Pending,0.165871627,Air,Route C,351.5042193,99.498743710662,0.0,25.0,0,99.498743710662,"[198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198]"
haircare,SKU24,4.156308359,32,209,7379.670863,Male,4,2,8,Carrier C,9.741291689,Supplier 2,Bangalore,28,447,3,40.3823597,Pending,3.691310293,Air,Route A,758.7247726,102.22524150130437,0.0,26.0,0,102.22524150130437,"[209, 209, 209, 209, 209, 209, 209, 209, 209, 209, 209, 209]"
cosmetics,SKU62,72.79635396,89,270,4847.755397,Unknown,86,40,7,Carrier C,7.291701389,Supplier 2,Mumbai,13,751,14,21.04864273,Pass,1.874001404,Sea,Route C,320.8465158,116.1895003862225,0.0,2.0,0,116.1895003862225,"[270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270]"
skincare,SKU36,9.813002579,34,963,6577.221953,Female,18,28,3,Carrier B,2.107951267,Supplier 2,Delhi,26,671,19,45.53136424,Fail,3.805533379,Air,Route C,403.8089742,219.4310825749169,0.0,23.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
haircare,SKU24,4.156308359,32,209,7379.670863,Male,4,2,8,Carrier C,9.741291689,Supplier 2,Bangalore,28,447,3,40.3823597,Pending,3.691310293,Air,Route A,758.7247726,102.22524150130437,0.0,26.0,0,102.22524150130437,"[209, 209, 209, 209, 209, 209, 209, 209, 209, 209, 209, 209]"
skincare,SKU13,16.16039332,5,249,5084.161318,Male,80,48,9,Carrier A,9.537283061,Supplier 5,Bangalore,23,173,10,97.82905011,Pending,1.63107423,Road,Route B,547.2410052,111.57956802210698,0.0,8.0,0,111.57956802210698,"[249, 249, 249, 249, 249, 249, 249, 249, 249, 249, 249, 249]"
haircare,SKU81,72.81920693,9,774,5141.191776,Unknown,48,8,5,Carrier B,4.066277502,Supplier 3,Delhi,28,698,1,19.78959294,Pending,2.547547122,Rail,Route B,276.7783359,196.72315572906,0.0,6.0,0,196.72315572906,"[774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774]"
haircare,SKU5,1.699976014,87,147,3430.486274,Non-binary,90,66,3,Carrier B,4.444098864,Supplier 4,Bangalore,10,104,17,56.76647556,Fail,2.779193512,Road,Route A,235.4612367,85.73214099741124,0.0,27.0,0,85.73214099741124,"[147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147]"
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282,76.48529270389177,0.0,23.0,0,76.48529270389177,"[117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117]"
skincare,SKU69,54.86552852,62,511,3106.09414,Non-binary,95,27,3,Carrier B,9.70528679,Supplier 4,Kolkata,9,862,7,77.62776581,Pending,1.362387989,Air,Route A,207.6632062,159.84367363145782,0.0,1.0,0,159.84367363145782,"[511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511]"
haircare,SKU87,80.41403665,24,79,5137.411828,Male,5,55,10,Carrier A,6.575803798,Supplier 3,Chennai,27,523,17,28.69699682,Fail,3.693737788,Sea,Route B,879.3592177,62.849025449882674,0.0,7.0,0,62.849025449882674,"[79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
skincare,SKU11,90.63545998,95,960,6362.357509,Female,46,60,1,Carrier A,4.523943124,Supplier 2,Kolkata,28,362,11,27.59236309,Pending,0.021169821,Air,Route A,126.7230334,219.08902300206645,0.0,23.0,0,219.08902300206645,"[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]"
skincare,SKU65,33.69771721,72,457,7344.170065,Male,57,54,8,Carrier C,6.580541348,Supplier 5,Kolkata,16,358,21,1.597222743,Fail,4.911095955,Rail,Route C,555.8591037,151.16216457830973,0.0,24.0,0,151.16216457830973,"[457, 457, 457, 457, 457, 457, 457, 457, 457, 457, 457, 457]"
haircare,SKU87,80.41403665,24,79,5137.411828,Male,5,55,10,Carrier A,6.575803798,Supplier 3,Chennai,27,523,17,28.69699682,Fail,3.693737788,Sea,Route B,879.3592177,62.849025449882674,0.0,7.0,0,62.849025449882674,"[79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
haircare,SKU25,39.62934399,73,142,3548.412719,Male,82,52,3,Carrier C,2.231073681,Supplier 4,Kolkata,19,934,23,78.28038312,Pending,3.797231217,Road,Route B,458.5359457,84.26149773176358,0.0,11.0,0,84.26149773176358,"[142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142]"
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679,178.46568297574746,0.0,2.0,0,178.46568297574746,"[637, 637, 637, 637, 637, 637, 637, 637, 637, 637, 637, 637]"
skincare,SKU47,95.71213588,93,910,6830.977021,Male,4,51,9,Carrier B,8.978750756,Supplier 1,Kolkata,10,964,20,19.71299291,Pending,0.380573587,Rail,Route A,581.6023551,213.3072900770154,0.0,15.0,0,213.3072900770154,"[910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910]"
skincare,SKU37,23.39984475,5,963,3594.377891,Female,25,21,9,Carrier A,1.532655274,Supplier 3,Kolkata,24,867,15,34.34327747,Pending,2.610288085,Sea,Route A,183.932968,219.4310825749169,0.0,8.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
haircare,SKU24,4.156308359,32,209,7379.670863,Male,4,2,8,Carrier C,9.741291689,Supplier 2,Bangalore,28,447,3,40.3823597,Pending,3.691310293,Air,Route A,758.7247726,102.22524150130437,0.0,26.0,0,102.22524150130437,"[209, 209, 209, 209, 209, 209, 209, 209, 209, 209, 209, 209]"
cosmetics,SKU21,84.89386898,60,601,6767.691762,Unknown,69,7,6,Carrier B,6.037883769,Supplier 5,Chennai,19,791,4,61.73572895,Pending,0.018607568,Air,Route C,523.3609147,173.34935823359717,0.0,25.0,0,173.34935823359717,"[601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601]"
skincare,SKU19,51.12387009,100,187,3290.617253,Unknown,48,94,3,Carrier A,4.742635883,Supplier 4,Chennai,20,694,16,82.37332059,Fail,3.646450865,Road,Route C,477.3076311,96.69539802906858,0.0,11.0,0,96.69539802906858,"[187, 187, 187, 187, 187, 187, 187, 187, 187, 187, 187, 187]"
haircare,SKU68,37.93181238,29,163,3941.427841,Non-binary,0,58,8,Carrier B,1.194251865,Supplier 2,Bangalore,2,375,18,97.11358156,Fail,1.983467872,Rail,Route A,299.7063031,90.27735042633894,0.0,8.0,0,90.27735042633894,"[163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163]"
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461,139.82131454109563,0.0,5.0,0,139.82131454109563,"[391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391]"
cosmetics,SKU91,62.11196546,90,916,3618.787407,Male,98,85,7,Carrier B,7.471514084,Supplier 4,Delhi,5,207,28,39.7728825,Pending,0.626001858,Rail,Route B,996.778315,214.00934559032697,0.0,22.0,0,214.00934559032697,"[916, 916, 916, 916, 916, 916, 916, 916, 916, 916, 916, 916]"
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679,178.46568297574746,0.0,2.0,0,178.46568297574746,"[637, 637, 637, 637, 637, 637, 637, 637, 637, 637, 637, 637]"
cosmetics,SKU38,52.07593068,75,705,8367.645709,Non-binary,69,88,5,Carrier B,9.235931437,Supplier 5,Mumbai,10,841,12,5.930693646,Pending,0.613326899,Air,Route B,339.6728699,187.7498335551859,0.0,1.0,0,187.7498335551859,"[705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705]"
cosmetics,SKU27,92.55736081,42,352,3832.783457,Unknown,47,62,8,Carrier C,7.406750953,Supplier 5,Mumbai,25,291,4,10.52824507,Fail,2.864667838,Sea,Route B,762.4591822,132.664991614216,0.0,9.0,0,132.664991614216,"[352, 352, 352, 352, 352, 352, 352, 352, 352, 352, 352, 352]"
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461,139.82131454109563,0.0,5.0,0,139.82131454109563,"[391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391]"
